D,L,P,G,Tin,X,CHF
-2.1362101550282633,-1.420036476787886,-1.2450174216441858,-1.1287175482044045,-1.2833875093734237,0.8047459531002968,-0.9648867396884062
-2.1362101550282633,-1.420036476787886,-1.2450174216441858,-0.9443835838861159,-1.2833875093734237,0.5079369608936759,-0.6561734426831105
-2.1362101550282633,-1.420036476787886,-1.2450174216441858,-0.7713584517345933,-1.2833875093734237,-0.02631922507824281,-0.43958411367304595
-2.1362101550282633,-1.420036476787886,-1.2450174216441858,-0.5793910257037375,-1.2833875093734237,0.1517661702457301,-0.0995094658608631
-2.1362101550282633,-1.420036476787886,-1.2450174216441858,-0.15672342347085155,-1.2833875093734237,-0.5012136126088366,0.36405050075343803
-2.1362101550282633,-1.420036476787886,-1.2450174216441858,0.18904412002802437,-1.2833875093734237,-0.7386608063741338,0.796249116560852
-2.1362101550282633,-1.420036476787886,-1.2450174216441858,0.5732616928939052,-1.2833875093734237,-0.9167462016981061,1.2598090831751532
-2.1362101550282633,-1.420036476787886,-1.2450174216441858,1.418596897359677,-1.2833875093734237,-1.2135551939047275,2.0948050484085243
-2.1362101550282633,-1.1676189757048907,-1.2450174216441858,-1.1287175482044045,-1.3277878293225174,1.042193146865594,-1.104052733893968
-2.1362101550282633,-1.1676189757048907,-1.2450174216441858,-0.9636085985696182,-1.3277878293225174,0.6266605577763246,-0.903144080287347
-2.1362101550282633,-1.1676189757048907,-1.2450174216441858,-0.7713584517345933,-1.3277878293225174,0.2704897671283787,-0.7179161020841697
-2.1362101550282633,-1.1676189757048907,-1.2450174216441858,-0.6178410550707425,-1.372188149271611,0.033042573363081494,-0.5630694324751642
-2.1362101550282633,-1.1676189757048907,-1.2450174216441858,-0.19517345283785661,-1.372188149271611,-0.4418518141675123,-0.22299478466298137
-2.1362101550282633,-1.1676189757048907,-1.2450174216441858,0.18904412002802437,-1.372188149271611,-0.6199372094914852,0.0857185123423143
-2.1362101550282633,-1.1676189757048907,-1.2450174216441858,0.6117117222609103,-1.372188149271611,-0.7386608063741338,0.4561744687486691
-2.1362101550282633,-1.1676189757048907,-1.2450174216441858,1.4570469267266821,-1.372188149271611,-0.8573844032567818,1.167685115179922
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,-1.1250421777502055,-1.372188149271611,0.2111279686870544,-1.2059771240163513
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,-0.9636085985696182,-1.372188149271611,0.329851565569703,-1.0579907498963526
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,-0.7329084223675884,-1.372188149271611,0.0924043718044058,-0.8727627716931751
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,-0.6562910844377475,-1.372188149271611,0.2704897671283787,-0.7796587614852288
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,-0.19517345283785661,-1.3594263806634885,-0.38249001572618796,-0.5013267730741051
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,0.18904412002802437,-1.3594263806634885,-0.6199372094914852,-0.2857174862767557
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,0.6501617516279153,-1.3594263806634885,-0.7386608063741338,0.02397585294125517
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,0.68861178099492,-1.3277878293225174,-0.6792990079328095,0.05435716153542713
-2.1362101550282633,-0.9152014746218955,-1.2450174216441858,-0.7713584517345933,-1.3277878293225174,0.2704897671283787,-0.903144080287347
-2.1362101550282633,-0.6615091376748449,-1.2450174216441858,-1.1250421777502055,-1.3594263806634885,1.4577257359548634,-1.2059771240163513
-2.1362101550282633,-0.6615091376748449,-1.2450174216441858,-0.9636085985696182,-1.3594263806634885,1.1015549453069184,-1.0893521007032396
-2.1362101550282633,-0.6615091376748449,-1.2450174216441858,-0.7713584517345933,-1.3594263806634885,0.5672987593350003,-0.9648867396884062
-2.1362101550282633,-0.6615091376748449,-1.2450174216441858,-0.5793910257037375,-1.3594263806634885,0.6266605577763246,-0.8414014208862879
-2.1362101550282633,-0.6615091376748449,-1.2450174216441858,-0.15672342347085155,-1.3594263806634885,0.0924043718044058,-0.5944307832820513
-2.1362101550282633,-0.6615091376748449,-1.2450174216441858,-0.15672342347085155,-1.3594263806634885,0.2111279686870544,-0.5944307832820513
-2.1362101550282633,-0.6615091376748449,-1.2450174216441858,-0.15672342347085155,-1.3594263806634885,-0.02631922507824281,-0.6248120918762233
-2.1362101550282633,-0.6615091376748449,-1.2450174216441858,-0.15672342347085155,-1.3594263806634885,0.5079369608936759,-0.5326881238809923
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,-1.151900654146275,-1.2958834078022106,1.6951729297201608,-0.9648867396884062
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,-0.9636085985696182,-1.2958834078022106,0.7453841546589725,-0.6561734426831105
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,-0.7713584517345933,-1.2958834078022106,0.2111279686870544,-0.3778414542719868
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,-0.5409409963367325,-1.2958834078022106,-0.08568102351956712,-0.0995094658608631
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,-0.19517345283785661,-1.2958834078022106,-0.7386608063741338,0.24056518195131976
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,0.18904412002802437,-1.2958834078022106,-0.9167462016981061,0.7041251485656209
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,0.5348116635269001,-1.2958834078022106,-0.9761080001394303,1.1363237643730348
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,0.6501617516279153,-1.2958834078022106,-1.0354697985807546,1.198066423774094
-1.8245400971983166,-1.3154999359353323,-1.2450174216441858,1.303529530062831,-1.2958834078022106,-1.3322787907873763,1.8164730599974004
-1.8245400971983166,-1.012089000290116,-1.2450174216441858,-0.9636085985696182,-1.34054959793064,1.1015549453069184,-0.8727627716931751
-1.8245400971983166,-1.012089000290116,-1.2450174216441858,-0.7713584517345933,-1.2833875093734237,0.38921336401102735,-0.7179161020841697
-1.8245400971983166,-1.012089000290116,-1.2450174216441858,-0.5793910257037375,-1.2833875093734237,0.033042573363081494,-0.5326881238809923
-1.8245400971983166,-1.012089000290116,-1.2450174216441858,-0.19517345283785661,-1.2833875093734237,-0.4418518141675123,-0.2543561354698685
-1.8245400971983166,-1.012089000290116,-1.2450174216441858,0.22749414939502943,-1.2833875093734237,-0.6199372094914852,0.11609982093648626
-1.8245400971983166,-1.012089000290116,-1.2450174216441858,0.5348116635269001,-1.2833875093734237,-0.6792990079328095,0.39443180934760996
-1.8245400971983166,-1.012089000290116,-1.2450174216441858,1.341979559429836,-1.2833875093734237,-0.9167462016981061,1.0441997963778038
-1.8245400971983166,-1.012089000290116,-1.2450174216441858,1.303529530062831,-1.2833875093734237,-0.9167462016981061,0.9824571369767445
-1.8245400971983166,-0.707403228780844,-1.2450174216441858,-0.7713584517345933,-1.2833875093734237,1.3390021390722155,-0.7796587614852288
-1.8245400971983166,-0.707403228780844,-1.2450174216441858,-0.5793910257037375,-1.2833875093734237,0.2704897671283787,-0.7179161020841697
-1.8245400971983166,-0.707403228780844,-1.2450174216441858,-0.19517345283785661,-1.2833875093734237,-0.14504282196089077,-0.47094546447993313
-1.8245400971983166,-0.707403228780844,-1.2450174216441858,0.18904412002802437,-1.2833875093734237,-0.4418518141675123,-0.22299478466298137
-1.8245400971983166,-0.707403228780844,-1.2450174216441858,0.5732616928939052,-1.2833875093734237,-0.38249001572618796,0.05435716153542713
-1.8245400971983166,-0.707403228780844,-1.2450174216441858,1.341979559429836,-1.2833875093734237,-0.9167462016981061,0.42579316015449714
-1.8245400971983166,-0.707403228780844,-1.2450174216441858,1.7646471616627222,-1.2833875093734237,-1.272916992346052,0.5492784789566154
-2.1595854093655094,2.0526164168993803,1.8182263987663756,0.9563483825431095,-0.4227657388631446,1.4695980956431283,-0.7727984659962223
-2.1595854093655094,2.0526164168993803,1.6294624488127296,0.9987565031684826,-0.4280831424498625,1.344938318916348,-0.7708383815707918
-2.1595854093655094,2.0526164168993803,1.4995226134958013,0.9987565031684826,-0.40894048953767836,1.3686830382928776,-0.7698583393580766
-2.1595854093655094,2.0526164168993803,1.026295780821312,1.0383374157521643,-0.448555146258726,1.3152574196956859,-0.76299804386907
-2.1595854093655094,2.0526164168993803,1.026295780821312,1.0609550800856966,-0.42941249334654186,1.249959441410229,-0.76299804386907
-2.1595854093655094,2.0526164168993803,0.828752112265171,1.0863999524609205,-0.4206387774284575,1.2024700026571697,-0.7610379594436395
-2.1595854093655094,2.0526164168993803,0.6391101904512755,1.1853522339201246,-0.3515125308011258,0.917533370138813,-0.7639780860817852
-2.1595854093655094,2.0526164168993803,0.44946826863738004,1.2475508108373385,-0.3496514395457746,0.7869374135678995,-0.7620180016563548
-2.1595854093655094,2.0526164168993803,0.2940672493732157,1.354984716421617,-0.2845132456084814,0.5732349391791327,-0.7600579172309243
-2.1595854093655094,2.0526164168993803,0.1395442019693009,1.4398009576723636,-0.2728149577177021,0.4070219035434246,-0.7590778750182091
-2.1595854093655094,2.0526164168993803,-0.05887743844708974,1.5500620712983335,-0.26669994359297666,0.21706414853118683,-0.7571177905927786
-2.1595854093655094,2.0526164168993803,-0.1879393019037686,1.70838572163306,-0.23585900279001323,-0.05006394445477253,-0.7561377483800634
-2.1595854093655094,2.0526164168993803,-0.2309599230559949,1.739485010091667,-0.20927198485642415,-0.09755338320783198,-0.7571177905927786
-2.1595854093655094,2.0526164168993803,-0.3854829704599097,1.993933733843906,-0.08856692343792988,-0.424043274635115,-0.7561377483800634
-2.1595854093655094,2.0526164168993803,-0.5233245525190837,2.2455552495544535,-0.19651021624830164,-0.7742778854389284,-0.7541776639546329
-2.1595854093655094,2.0526164168993803,-0.6357049506310218,2.384088443597339,-0.1616812227552999,-0.887065302477444,-0.7531976217419177
-2.1595854093655094,2.0526164168993803,1.9042676410708281,0.9817932549183334,-0.35629819402917184,1.3627468584487452,-0.7767186348470831
-2.1595854093655094,2.0526164168993803,1.405579624449103,1.0326829996687812,-0.3384848920136673,1.2915127003191562,-0.7698583393580766
-2.1595854093655094,2.0526164168993803,1.026295780821312,1.0439918318355472,-0.3847463032181122,1.2915127003191562,-0.7659381705072157
-2.1595854093655094,2.0526164168993803,0.7848535192526952,1.1005359926693783,-0.3826193417834251,1.1609167437482426,-0.76299804386907
-2.1595854093655094,2.0526164168993803,0.6391101904512755,1.1316352811279853,-0.35789341510518724,1.0956187654627858,-0.7620180016563548
-2.1595854093655094,2.0526164168993803,0.38888821028016346,1.2362419786705723,-0.3937858893155326,0.8403630321650913,-0.7580978328054938
-2.1595854093655094,2.0526164168993803,0.22558544427375346,1.3521575083799258,-0.3520442711597977,0.5851072988673975,-0.7571177905927786
-2.1595854093655094,2.0526164168993803,0.07106239686983863,1.4228377094222142,-0.3576275449258514,0.45451134229648404,-0.7551577061673482
-2.1595854093655094,2.0526164168993803,-0.09311834099682087,1.535926031089876,-0.33476270950296483,0.2704897671283787,-0.7522175795292025
-2.1595854093655094,2.0526164168993803,-0.49786336857184776,1.9797976936354484,-0.2994019756512912,-0.41810709479098257,-0.750257495103772
-2.1595854093655094,2.0526164168993803,-0.56634517367131,2.135294135928483,-0.2994019756512912,-0.6199372094914852,-0.7492774528910568
-2.1595854093655094,2.0526164168993803,0.4468343530566315,0.13928525849425313,-0.3134930951560934,1.6476834909671012,-0.990367837219002
-2.1595854093655094,2.0526164168993803,-0.031660310779354744,0.13645805045256157,-0.3209374601774984,1.74266236847322,-0.9864476683681411
-2.1595854093655094,2.0526164168993803,-0.10979980634156167,0.17038454695286012,-0.27015625592434334,1.588321692525777,-0.9874277105808563
-2.1595854093655094,2.0526164168993803,-0.23973964165849004,0.1816933791196263,-0.282918024532466,1.5586407933051147,-0.9864476683681411
-2.1595854093655094,2.0526164168993803,-0.36002178651267375,0.21561987561992482,-0.3541712325944848,1.3983639375135393,-0.9854676261554259
-2.1595854093655094,2.0526164168993803,-0.5839046108763003,0.258027996245298,-0.3581592852845231,1.261831801098494,-0.9844875839427106
-2.1595854093655094,2.0526164168993803,-0.6787255717832481,0.2721640364537557,-0.31668353730812426,1.2440232615660967,-0.9844875839427106
-2.1595854093655094,2.0526164168993803,-0.7217461929354744,0.2721640364537557,-0.31668353730812426,1.2677679809426263,-0.9835075417299954
-2.1595854093655094,2.0526164168993803,-0.8165671538424221,0.4050428144132583,-0.29089412991254265,0.8284906724768265,-0.981547457304565
-2.1595854093655094,2.0526164168993803,-0.8762692403393892,0.450278143080323,-0.29993371600996305,0.7038308957500455,-0.9805674150918497
-2.1595854093655094,2.0526164168993803,-0.9368492986966058,0.5633664647479848,-0.27414430861438166,0.38921336401102735,-0.9805674150918497
-2.1595854093655094,2.0526164168993803,-0.9368492986966058,0.5633664647479848,-0.27414430861438166,0.38921336401102735,-0.9805674150918497
-2.1595854093655094,2.0526164168993803,1.7155036911171822,0.07708668157703914,-0.7099055325459069,1.671428210343631,-0.9952680482825781
-2.1595854093655094,2.0526164168993803,1.5425432346480275,0.11666759416072077,-0.5681967269598769,1.5289598940844527,-0.9942880060698629
-2.1595854093655094,2.0526164168993803,1.2326191679799483,0.11666759416072077,-0.5546373478137465,1.5823855126816446,-0.9923279216444325
-2.1595854093655094,2.0526164168993803,0.8454335776099118,0.1053587619939546,-0.5615499724764796,1.7070452894084256,-0.9893877950062868
-2.1595854093655094,2.0526164168993803,0.6303304718487803,0.12797642632748693,-0.5429390599229674,1.6180025917464391,-0.9884077527935716
-2.1595854093655094,2.0526164168993803,0.5442892295443278,0.12797642632748693,-0.546395372254334,1.6358111312788364,-0.9874277105808563
-2.1595854093655094,2.0526164168993803,0.35464730773043235,0.12797642632748693,-0.5437366704609751,1.6654920304994987,-0.9864476683681411
-2.1595854093655094,2.0526164168993803,0.01926205711511719,0.13928525849425313,-0.5934543939967866,1.6536196708112336,-0.9835075417299954
-2.1595854093655094,2.0526164168993803,-0.10979980634156167,0.17321175499455166,-0.5370899159775778,1.5705131529933798,-0.9805674150918497
-2.1595854093655094,2.0526164168993803,-0.3688015051151689,0.21844708366161636,-0.5370899159775778,1.4161724770459365,-0.9786073306664194
